"filename", "language", "TypeScript", "HTTP", "comment", "blank", "total"
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\middlewares\user.middleware.ts", "TypeScript", 67, 0, 1, 6, 74
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\middlewares\util.middleware.ts", "TypeScript", 10, 0, 0, 2, 12
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\pre-start.ts", "TypeScript", 0, 0, 8, 3, 11
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\repositories\friendRequest.repository.ts", "TypeScript", 63, 0, 0, 7, 70
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\repositories\group.repository.ts", "TypeScript", 47, 0, 0, 8, 55
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\repositories\groupJoinRequest.repository.ts", "TypeScript", 79, 0, 0, 5, 84
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\repositories\user.repository.ts", "TypeScript", 101, 0, 8, 19, 128
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\routes\auth.routes.ts", "TypeScript", 28, 0, 0, 7, 35
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\routes\group.routes.ts", "TypeScript", 52, 0, 0, 10, 62
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\routes\index.routes.ts", "TypeScript", 11, 0, 0, 4, 15
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\routes\post.routes.ts", "TypeScript", 3, 0, 0, 3, 6
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\routes\types\express\index.d.ts", "TypeScript", 6, 0, 1, 5, 12
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\routes\types\express\misc.ts", "TypeScript", 7, 0, 1, 5, 13
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\routes\types\types.ts", "TypeScript", 9, 0, 1, 5, 15
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\routes\user.routes.ts", "TypeScript", 79, 0, 1, 16, 96
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\schema\friendRequest.schema.ts", "TypeScript", 36, 0, 4, 6, 46
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\schema\group.schema.ts", "TypeScript", 48, 0, 5, 7, 60
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\schema\groupJoinRequest.schema.ts", "TypeScript", 36, 0, 3, 5, 44
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\schema\post.schema.ts", "TypeScript", 53, 0, 3, 7, 63
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\schema\user.schema.ts", "TypeScript", 65, 0, 6, 8, 79
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\server.ts", "TypeScript", 52, 0, 12, 20, 84
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\services\auth.service.ts", "TypeScript", 55, 0, 0, 10, 65
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\services\friendRequest.service.ts", "TypeScript", 83, 0, 8, 15, 106
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\services\group.service.ts", "TypeScript", 88, 0, 3, 16, 107
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\services\groupJoinRequest.service.ts", "TypeScript", 86, 0, 5, 14, 105
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\services\user.service.ts", "TypeScript", 126, 0, 0, 19, 145
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\tests\ApiTest.http", "HTTP", 0, 6, 1, 1, 8
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\types\api.types.ts", "TypeScript", 12, 0, 0, 3, 15
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\types\auth.types.ts", "TypeScript", 11, 0, 0, 2, 13
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\types\group.types.ts", "TypeScript", 21, 0, 0, 6, 27
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\types\post.types.ts", "TypeScript", 0, 0, 0, 1, 1
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\types\user.types.ts", "TypeScript", 24, 0, 0, 6, 30
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\validations\util.validation.ts", "TypeScript", 0, 0, 0, 1, 1
"Total", "-", 2227, 6, 450, 493, 3176
