"filename", "language", "TypeScript", "HTTP", "comment", "blank", "total"
"c:\Serious Project\Full Stack Development\social-media\group-backend-project\src\middlewares\user.middleware.ts", "TypeScript", 61, 0, 1, 6, 68
"c:\Serious Project\Full Stack Development\social-media\group-backend-project\src\middlewares\util.middleware.ts", "TypeScript", 31, 0, 12, 4, 47
"c:\Serious Project\Full Stack Development\social-media\group-backend-project\src\repositories\comment.repository.ts", "TypeScript", 2, 0, 0, 2, 4
"c:\Serious Project\Full Stack Development\social-media\group-backend-project\src\repositories\friendRequest.repository.ts", "TypeScript", 80, 0, 0, 8, 88
"c:\Serious Project\Full Stack Development\social-media\group-backend-project\src\repositories\group.repository.ts", "TypeScript", 72, 0, 1, 9, 82
"c:\Serious Project\Full Stack Development\social-media\group-backend-project\src\repositories\groupJoinRequest.repository.ts", "TypeScript", 78, 0, 0, 7, 85
"c:\Serious Project\Full Stack Development\social-media\group-backend-project\src\repositories\post.repository.ts", "TypeScript", 44, 0, 0, 10, 54
"c:\Serious Project\Full Stack Development\social-media\group-backend-project\src\repositories\reaction.repository.ts", "TypeScript", 93, 0, 9, 8, 110
"c:\Serious Project\Full Stack Development\social-media\group-backend-project\src\repositories\user.repository.ts", "TypeScript", 95, 0, 5, 17, 117
"c:\Serious Project\Full Stack Development\social-media\group-backend-project\src\routes\auth.routes.ts", "TypeScript", 25, 0, 0, 7, 32
"c:\Serious Project\Full Stack Development\social-media\group-backend-project\src\routes\comment.routes.ts", "TypeScript", 3, 0, 18, 8, 29
"c:\Serious Project\Full Stack Development\social-media\group-backend-project\src\routes\group.routes.ts", "TypeScript", 39, 0, 9, 13, 61
"c:\Serious Project\Full Stack Development\social-media\group-backend-project\src\routes\index.routes.ts", "TypeScript", 18, 0, 2, 6, 26
"c:\Serious Project\Full Stack Development\social-media\group-backend-project\src\routes\post.routes.ts", "TypeScript", 30, 0, 16, 15, 61
"c:\Serious Project\Full Stack Development\social-media\group-backend-project\src\routes\types\express\index.d.ts", "TypeScript", 6, 0, 1, 5, 12
"c:\Serious Project\Full Stack Development\social-media\group-backend-project\src\routes\types\express\misc.ts", "TypeScript", 7, 0, 1, 5, 13
"c:\Serious Project\Full Stack Development\social-media\group-backend-project\src\routes\types\types.ts", "TypeScript", 9, 0, 1, 5, 15
"c:\Serious Project\Full Stack Development\social-media\group-backend-project\src\routes\user.routes.ts", "TypeScript", 46, 0, 11, 11, 68
"c:\Serious Project\Full Stack Development\social-media\group-backend-project\src\schema\comment.schema.ts", "TypeScript", 44, 0, 3, 6, 53
"c:\Serious Project\Full Stack Development\social-media\group-backend-project\src\schema\friendRequest.schema.ts", "TypeScript", 36, 0, 4, 6, 46
"c:\Serious Project\Full Stack Development\social-media\group-backend-project\src\schema\group.schema.ts", "TypeScript", 40, 0, 3, 5, 48
"c:\Serious Project\Full Stack Development\social-media\group-backend-project\src\schema\groupJoinRequest.schema.ts", "TypeScript", 31, 0, 3, 5, 39
"c:\Serious Project\Full Stack Development\social-media\group-backend-project\src\schema\post.schema.ts", "TypeScript", 57, 0, 3, 6, 66
"c:\Serious Project\Full Stack Development\social-media\group-backend-project\src\schema\reaction.schema.ts", "TypeScript", 36, 0, 3, 5, 44
"c:\Serious Project\Full Stack Development\social-media\group-backend-project\src\schema\user.schema.ts", "TypeScript", 58, 0, 4, 6, 68
"c:\Serious Project\Full Stack Development\social-media\group-backend-project\src\server.ts", "TypeScript", 51, 0, 12, 19, 82
"c:\Serious Project\Full Stack Development\social-media\group-backend-project\src\services\auth.service.ts", "TypeScript", 55, 0, 0, 10, 65
"c:\Serious Project\Full Stack Development\social-media\group-backend-project\src\services\comment.service.ts", "TypeScript", 2, 0, 0, 2, 4
"c:\Serious Project\Full Stack Development\social-media\group-backend-project\src\services\friendRequest.service.ts", "TypeScript", 89, 0, 8, 17, 114
"c:\Serious Project\Full Stack Development\social-media\group-backend-project\src\services\group.service.ts", "TypeScript", 145, 0, 17, 19, 181
"c:\Serious Project\Full Stack Development\social-media\group-backend-project\src\services\groupJoinRequest.service.ts", "TypeScript", 89, 0, 6, 15, 110
"c:\Serious Project\Full Stack Development\social-media\group-backend-project\src\services\post.service.ts", "TypeScript", 223, 0, 36, 33, 292
"c:\Serious Project\Full Stack Development\social-media\group-backend-project\src\services\reaction.service.ts", "TypeScript", 35, 0, 0, 5, 40
"c:\Serious Project\Full Stack Development\social-media\group-backend-project\src\services\user.service.ts", "TypeScript", 147, 0, 0, 24, 171
"c:\Serious Project\Full Stack Development\social-media\group-backend-project\src\types\api.types.ts", "TypeScript", 12, 0, 0, 3, 15
"c:\Serious Project\Full Stack Development\social-media\group-backend-project\src\types\auth.types.ts", "TypeScript", 11, 0, 0, 2, 13
"c:\Serious Project\Full Stack Development\social-media\group-backend-project\src\types\comment.types.ts", "TypeScript", 0, 0, 0, 1, 1
"c:\Serious Project\Full Stack Development\social-media\group-backend-project\src\types\group.types.ts", "TypeScript", 43, 0, 8, 7, 58
"c:\Serious Project\Full Stack Development\social-media\group-backend-project\src\types\post.types.ts", "TypeScript", 32, 0, 3, 6, 41
"c:\Serious Project\Full Stack Development\social-media\group-backend-project\src\types\user.types.ts", "TypeScript", 43, 0, 12, 8, 63
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\configs\database.config.ts", "TypeScript", -29, 0, 0, -6, -35
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\configs\passport.config.ts", "TypeScript", -35, 0, 0, -5, -40
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\constant\EnvVars.ts", "TypeScript", -25, 0, -5, -2, -32
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\constant\HttpStatusCodes.ts", "TypeScript", -64, 0, -259, -64, -387
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\constant\dir.ts", "TypeScript", -2, 0, 0, -2, -4
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\controllers\auth.controller.ts", "TypeScript", -21, 0, 0, -6, -27
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\controllers\group.controller.ts", "TypeScript", -77, 0, 0, -9, -86
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\controllers\post.controller.ts", "TypeScript", 0, 0, 0, -1, -1
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\controllers\user.controller.ts", "TypeScript", -138, 0, 0, -24, -162
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\error\AlreadyExistError.ts", "TypeScript", -12, 0, -3, -5, -20
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\error\ApiError.ts", "TypeScript", -8, 0, -3, -3, -14
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\error\ApiErrorCodes.ts", "TypeScript", -103, 0, -5, -27, -135
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\error\IsNotNumberError.ts", "TypeScript", -12, 0, -3, -3, -18
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\error\LengthError.ts", "TypeScript", -32, 0, -3, -4, -39
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\error\NotEmptyError.ts", "TypeScript", -12, 0, -15, -7, -34
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\error\NotFoundError.ts", "TypeScript", -12, 0, -3, -4, -19
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\error\NotInEnumError.ts", "TypeScript", -13, 0, 0, -4, -17
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\error\NotNullError.ts", "TypeScript", -12, 0, -3, -4, -19
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\error\RouteError.ts", "TypeScript", -9, 0, -4, -5, -18
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\helpers\camelCaseifyWithDateConversion.ts", "TypeScript", -53, 0, -17, -12, -82
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\helpers\handlers.ts", "TypeScript", -10, 0, 0, -2, -12
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\helpers\removeNullValue.ts", "TypeScript", -16, 0, -9, -6, -31
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\helpers\sanitation.ts", "TypeScript", 0, 0, -1, -1, -2
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\helpers\validation.ts", "TypeScript", -68, 0, -43, -18, -129
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\index.ts", "TypeScript", -6, 0, -2, -3, -11
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\middlewares\auth.middleware.ts", "TypeScript", -48, 0, -1, -9, -58
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\middlewares\group.middleware.ts", "TypeScript", -52, 0, 0, -4, -56
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\middlewares\post.middleware.ts", "TypeScript", 0, 0, 0, -1, -1
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\middlewares\user.middleware.ts", "TypeScript", -67, 0, -1, -6, -74
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\middlewares\util.middleware.ts", "TypeScript", -10, 0, 0, -2, -12
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\pre-start.ts", "TypeScript", 0, 0, -8, -3, -11
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\repositories\friendRequest.repository.ts", "TypeScript", -63, 0, 0, -7, -70
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\repositories\group.repository.ts", "TypeScript", -47, 0, 0, -8, -55
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\repositories\groupJoinRequest.repository.ts", "TypeScript", -79, 0, 0, -5, -84
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\repositories\user.repository.ts", "TypeScript", -101, 0, -8, -19, -128
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\routes\auth.routes.ts", "TypeScript", -28, 0, 0, -7, -35
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\routes\group.routes.ts", "TypeScript", -52, 0, 0, -10, -62
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\routes\index.routes.ts", "TypeScript", -11, 0, 0, -4, -15
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\routes\post.routes.ts", "TypeScript", -3, 0, 0, -3, -6
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\routes\types\express\index.d.ts", "TypeScript", -6, 0, -1, -5, -12
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\routes\types\express\misc.ts", "TypeScript", -7, 0, -1, -5, -13
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\routes\types\types.ts", "TypeScript", -9, 0, -1, -5, -15
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\routes\user.routes.ts", "TypeScript", -79, 0, -1, -16, -96
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\schema\friendRequest.schema.ts", "TypeScript", -36, 0, -4, -6, -46
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\schema\group.schema.ts", "TypeScript", -48, 0, -5, -7, -60
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\schema\groupJoinRequest.schema.ts", "TypeScript", -36, 0, -3, -5, -44
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\schema\post.schema.ts", "TypeScript", -53, 0, -3, -7, -63
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\schema\user.schema.ts", "TypeScript", -65, 0, -6, -8, -79
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\server.ts", "TypeScript", -52, 0, -12, -20, -84
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\services\auth.service.ts", "TypeScript", -55, 0, 0, -10, -65
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\services\friendRequest.service.ts", "TypeScript", -83, 0, -8, -15, -106
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\services\group.service.ts", "TypeScript", -88, 0, -3, -16, -107
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\services\groupJoinRequest.service.ts", "TypeScript", -86, 0, -5, -14, -105
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\services\user.service.ts", "TypeScript", -126, 0, 0, -19, -145
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\tests\ApiTest.http", "HTTP", 0, -6, -1, -1, -8
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\types\api.types.ts", "TypeScript", -12, 0, 0, -3, -15
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\types\auth.types.ts", "TypeScript", -11, 0, 0, -2, -13
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\types\group.types.ts", "TypeScript", -21, 0, 0, -6, -27
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\types\post.types.ts", "TypeScript", 0, 0, 0, -1, -1
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\types\user.types.ts", "TypeScript", -24, 0, 0, -6, -30
"c:\Serious Project\chc\chc-backend\identity-service\group-backend-project\src\validations\util.validation.ts", "TypeScript", 0, 0, 0, -1, -1
"Total", "-", 857, -6, 171, 139, 1161
